device_id,brand,model,original_price,release_year,purchase_year,age_months,num_defects,defect_ids,defect_names,has_screen_damage,has_water_damage,has_battery_issue,has_physical_damage,has_critical_defect,total_severity_score,avg_severity_score,total_repair_cost,condition_score,condition_grade,base_price_after_depreciation,resale_price
DEV_00531,Apple,iPhone SE,42500,2020,2023,17,1,CHG001,Charging Port Issue,0,0,0,0,0,5,5.0,1500,4.79,D,34354,23600
DEV_00532,Samsung,Galaxy Note 20,79999,2020,2023,22,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.89,A,61332,62800
DEV_00533,HP,Envy 13,84990,2021,2021,40,1,CAM001,Camera Defect,0,0,0,0,0,5,5.0,3000,5.17,C,52410,38500
DEV_00534,Apple,iPhone 14 Pro,129900,2022,2024,8,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.99,A,116910,118200
DEV_00535,Samsung,Galaxy Note 20,79999,2020,2023,13,1,KEY001,Keyboard Malfunction,0,0,0,0,0,6,6.0,2500,3.84,D,67332,43700
DEV_00536,HP,EliteBook 840,95990,2022,2022,36,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.51,A,62393,62800
DEV_00537,Samsung,Galaxy Note 20,79999,2020,2021,40,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.42,A,49332,48300
DEV_00538,Samsung,Galaxy Book Pro,89990,2021,2024,10,1,CHG001,Charging Port Issue,0,0,0,0,0,5,5.0,1500,5.02,C,78741,59700
DEV_00539,Samsung,Galaxy A54,38999,2023,2023,21,1,BAT001,Battery Drain,0,0,1,0,0,6,6.0,2500,4.3,D,30224,20100
DEV_00540,Apple,iPhone 14 Pro,129900,2022,2024,3,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.18,A,125028,124800
DEV_00541,HP,EliteBook 840,95990,2022,2023,23,1,BTN001,Button Damage,0,0,0,1,0,3,3.0,1000,7.18,B,72792,59800
DEV_00542,Apple,MacBook Pro 14,194900,2021,2023,15,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.39,A,160792,160000
DEV_00543,Apple,iPhone 12,65900,2020,2024,12,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.7,A,56015,55000
DEV_00544,OnePlus,OnePlus 11,56999,2023,2024,5,1,CHG001,Charging Port Issue,0,0,0,0,0,5,5.0,1500,4.72,D,53436,39400
DEV_00545,Apple,MacBook Pro 14,194900,2021,2024,5,1,OVR001,Overheating,0,0,0,0,1,8,8.0,2000,2.08,F,182718,108800
DEV_00546,Samsung,Galaxy Book Pro,89990,2021,2021,40,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.95,A,55493,56700
DEV_00547,Apple,iPhone 14 Pro,129900,2022,2021,43,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.67,A,76857,74400
DEV_00548,Dell,XPS 13,99990,2022,2021,45,1,DSP001,Display Flickering,1,0,0,0,0,6,6.0,3500,4.14,D,57494,37900
DEV_00549,Samsung,Galaxy Note 20,79999,2020,2023,16,1,HNG001,Broken Hinge,0,0,0,1,0,7,7.0,3500,2.84,F,65332,40200
DEV_00550,Dell,XPS 13,99990,2022,2021,41,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.68,A,60827,57500
DEV_00551,HP,Envy 13,84990,2021,2022,28,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.25,A,60909,59900
DEV_00552,OnePlus,OnePlus 11,56999,2023,2021,42,1,CAM001,Camera Defect,0,0,0,0,0,5,5.0,3000,5.43,C,34199,24100
DEV_00553,Apple,iPhone 13,79900,2021,2024,4,1,AUD001,Audio Issues,0,0,0,0,0,4,4.0,1500,5.52,C,75905,57200
DEV_00554,OnePlus,OnePlus 10 Pro,66999,2022,2021,40,2,"PHY002,BTN001","Back Panel Damage,Button Damage",0,0,0,1,0,8,4.0,3500,5.89,C,41316,29300
DEV_00555,Samsung,Galaxy Z Fold 4,159999,2022,2021,37,2,"BAT002,CAM001","Battery Swelling,Camera Defect",0,0,1,0,1,15,7.5,6000,2.32,F,102666,35000
DEV_00556,HP,EliteBook 840,95990,2022,2023,18,2,"CHG001,BAT001","Charging Port Issue,Battery Drain",0,0,1,0,0,11,5.5,4000,4.73,D,76792,46900
DEV_00557,Apple,iPhone 12,65900,2020,2024,4,2,"PHY002,WTR001","Back Panel Damage,Water Damage",0,1,0,1,1,15,7.5,10500,2.82,F,62605,17200
DEV_00558,Dell,Latitude 5420,75990,2021,2021,39,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.89,A,47493,46200
DEV_00559,Samsung,Galaxy Book Pro,89990,2021,2022,30,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.15,A,62992,61700
DEV_00560,Samsung,Galaxy Z Fold 4,159999,2022,2023,13,1,SCR001,Cracked Screen,1,0,0,0,1,9,9.0,4000,1.34,F,134665,66900
DEV_00561,OnePlus,OnePlus 11,56999,2023,2022,33,1,HNG001,Broken Hinge,0,0,0,1,0,7,7.0,3500,2.8,F,38474,23600
DEV_00562,Samsung,Galaxy Book2 360,109990,2022,2024,8,2,"BAT002,PHY002","Battery Swelling,Back Panel Damage",0,0,1,1,1,15,7.5,5500,2.43,F,98991,31800
DEV_00563,Samsung,Galaxy S23 Ultra,124999,2023,2024,9,1,AUD001,Audio Issues,0,0,0,0,0,4,4.0,1500,5.54,C,110936,83900
DEV_00564,Lenovo,ThinkPad X1,124990,2022,2024,5,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.35,A,117178,116700
DEV_00565,HP,Pavilion 15,58990,2022,2022,29,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.96,A,41784,43300
DEV_00566,Apple,iPhone 14 Pro,129900,2022,2023,17,1,BAT002,Battery Swelling,0,0,1,0,1,10,10.0,3000,0.45,F,105002,36500
DEV_00567,Dell,Latitude 5420,75990,2021,2021,38,1,OVR001,Overheating,0,0,0,0,1,8,8.0,2000,1.91,F,48127,26500
DEV_00568,Samsung,Galaxy S23 Ultra,124999,2023,2022,33,1,CHG001,Charging Port Issue,0,0,0,0,0,5,5.0,1500,5.05,C,84374,62800
DEV_00569,Samsung,Galaxy Note 20,79999,2020,2023,16,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.23,A,65332,61300
DEV_00570,HP,EliteBook 840,95990,2022,2024,8,1,SCR002,Screen Scratch,1,0,0,0,0,3,3.0,0,6.75,C,86391,74100
DEV_00571,HP,EliteBook 840,95990,2022,2022,31,1,OVR001,Overheating,0,0,0,0,1,8,8.0,2000,2.07,F,66393,39500
DEV_00572,Lenovo,IdeaPad Slim 3,42990,2021,2022,35,2,"SCR002,PHY002","Screen Scratch,Back Panel Damage",1,0,0,1,0,8,4.0,2500,5.64,C,28301,19800
DEV_00573,Apple,iPhone 11,54900,2019,2023,13,1,KEY001,Keyboard Malfunction,0,0,0,0,0,6,6.0,2500,4.18,D,46207,31000
DEV_00574,Samsung,Galaxy Z Fold 4,159999,2022,2022,25,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.02,A,118665,119500
DEV_00575,Apple,MacBook Pro 14,194900,2021,2021,40,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.72,A,120188,114200
DEV_00576,Lenovo,IdeaPad Slim 3,42990,2021,2023,23,1,OVR001,Overheating,0,0,0,0,1,8,8.0,2000,1.55,F,32600,18700
DEV_00577,OnePlus,OnePlus 10 Pro,66999,2022,2023,17,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.79,A,54157,55500
DEV_00578,HP,EliteBook 840,95990,2022,2023,14,1,BAT001,Battery Drain,0,0,1,0,0,6,6.0,2500,4.11,D,79991,53700
DEV_00579,Apple,MacBook Pro 14,194900,2021,2023,18,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.81,A,155920,152900
DEV_00580,Apple,iPhone 13,79900,2021,2022,32,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.66,A,54598,53200
DEV_00581,Samsung,Galaxy Note 20,79999,2020,2021,41,1,WTR001,Water Damage,0,1,0,0,1,10,10.0,8000,0.07,F,48666,14100
DEV_00582,Apple,MacBook Air M2,119900,2022,2022,33,1,CHG001,Charging Port Issue,0,0,0,0,0,5,5.0,1500,4.89,D,80932,56700
DEV_00583,Samsung,Galaxy S23 Ultra,124999,2023,2023,24,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.95,A,93749,90900
DEV_00584,Dell,Latitude 5420,75990,2021,2024,2,1,DSP001,Display Flickering,1,0,0,0,0,6,6.0,3500,4.23,D,74090,49400
DEV_00585,Apple,iPhone 13,79900,2021,2024,11,1,BAT001,Battery Drain,0,0,1,0,0,6,6.0,2500,3.63,D,68913,47300
DEV_00586,Samsung,Galaxy Note 20,79999,2020,2023,14,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.64,A,66665,63700
DEV_00587,Apple,iPhone 14 Pro,129900,2022,2023,18,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.1,A,103920,98000
DEV_00588,Samsung,Galaxy Note 20,79999,2020,2023,22,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.76,A,61332,60500
DEV_00589,OnePlus,OnePlus 11,56999,2023,2023,20,1,SCR001,Cracked Screen,1,0,0,0,1,9,9.0,4000,0.74,F,44649,21000
DEV_00590,Apple,iPhone 13,79900,2021,2022,29,2,"OVR001,SCR002","Overheating,Screen Scratch",1,0,0,0,1,11,5.5,2000,4.74,D,56595,33100
DEV_00591,Apple,iPhone 12,65900,2020,2023,14,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.87,A,54916,56900
DEV_00592,OnePlus,OnePlus Nord 3,33999,2023,2024,4,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.03,A,32299,32900
DEV_00593,Dell,Latitude 5420,75990,2021,2022,28,1,OVR001,Overheating,0,0,0,0,1,8,8.0,2000,2.17,F,54459,31600
DEV_00594,HP,Pavilion 15,58990,2022,2021,47,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.24,A,32936,33200
DEV_00595,Dell,Latitude 5420,75990,2021,2022,32,1,PHY002,Back Panel Damage,0,0,0,1,0,5,5.0,2500,5.13,C,51926,38300
DEV_00596,Dell,XPS 13,99990,2022,2024,8,2,"SCR001,KEY001","Cracked Screen,Keyboard Malfunction",1,0,0,0,1,15,7.5,6500,2.77,F,89991,38500
DEV_00597,Samsung,Galaxy S22,72999,2022,2023,16,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.51,A,59615,57900
DEV_00598,HP,EliteBook 840,95990,2022,2021,41,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.69,A,58393,57300
DEV_00599,OnePlus,OnePlus 10 Pro,66999,2022,2023,19,2,"AUD001,WTR001","Audio Issues,Water Damage",0,1,0,0,1,14,7.0,9500,3.09,D,53040,14900
DEV_00600,Apple,iPhone 14 Pro,129900,2022,2022,30,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.36,A,90930,90600
DEV_00601,Dell,Latitude 5420,75990,2021,2023,22,1,BAT002,Battery Swelling,0,0,1,0,1,10,10.0,3000,0.0,F,58258,20400
DEV_00602,OnePlus,OnePlus Nord 3,33999,2023,2024,9,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.25,A,30174,29100
DEV_00603,Dell,Inspiron 15,54990,2021,2021,42,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.11,A,32994,33500
DEV_00604,OnePlus,OnePlus 11,56999,2023,2024,8,1,AUD001,Audio Issues,0,0,0,0,0,4,4.0,1500,6.08,C,51299,38800
DEV_00605,Apple,iPhone 12,65900,2020,2022,32,1,HNG001,Broken Hinge,0,0,0,1,0,7,7.0,3500,2.87,F,45031,26900
DEV_00606,Samsung,Galaxy Book2 360,109990,2022,2021,45,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.67,A,63244,65000
DEV_00607,Samsung,Galaxy Z Fold 4,159999,2022,2023,15,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.92,A,131999,127900
DEV_00608,Samsung,Galaxy Z Fold 4,159999,2022,2023,16,2,"HNG001,BAT002","Broken Hinge,Battery Swelling",0,0,1,1,1,17,8.5,6500,1.58,F,130665,38700
DEV_00609,Samsung,Galaxy Book2 360,109990,2022,2023,16,4,"HNG001,PHY002,BAT002,PHY001","Broken Hinge,Back Panel Damage,Battery Swelling,Physical Dent",0,0,1,1,1,26,6.5,11000,3.05,D,89825,20400
DEV_00610,Apple,iPhone 11,54900,2019,2021,47,1,AUD001,Audio Issues,0,0,0,0,0,4,4.0,1500,5.91,C,30652,24200
DEV_00611,Dell,XPS 13,99990,2022,2021,38,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.97,A,63327,61800
DEV_00612,Apple,iPhone 12,65900,2020,2022,30,1,DSP001,Display Flickering,1,0,0,0,0,6,6.0,3500,4.44,D,46130,29500
DEV_00613,Dell,XPS 13,99990,2022,2023,20,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.14,A,78325,80000
DEV_00614,Apple,MacBook Air M2,119900,2022,2022,34,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.52,A,79933,75300
DEV_00615,Dell,XPS 13,99990,2022,2022,32,2,"PHY001,BTN001","Physical Dent,Button Damage",0,0,0,1,0,7,3.5,3000,6.91,C,68326,50600
DEV_00616,Samsung,Galaxy S23 Ultra,124999,2023,2022,36,1,PHY002,Back Panel Damage,0,0,0,1,0,5,5.0,2500,5.45,C,81249,58200
DEV_00617,Apple,iPhone 11,54900,2019,2024,4,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.1,A,52155,50800
DEV_00618,Lenovo,ThinkPad X1,124990,2022,2024,9,1,SCR001,Cracked Screen,1,0,0,0,1,9,9.0,4000,1.39,F,110928,53900
DEV_00619,Samsung,Galaxy Note 20,79999,2020,2022,28,1,AUD001,Audio Issues,0,0,0,0,0,4,4.0,1500,5.92,C,57332,47100
DEV_00620,Samsung,Galaxy S23 Ultra,124999,2023,2022,30,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.58,A,87499,89200
DEV_00621,Samsung,Galaxy Book Pro,89990,2021,2021,47,3,"SCR002,OVR001,AUD001","Screen Scratch,Overheating,Audio Issues",1,0,0,0,1,15,5.0,3500,5.13,C,50244,26300
DEV_00622,Samsung,Galaxy Z Fold 4,159999,2022,2024,4,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.1,A,151999,142100
DEV_00623,OnePlus,OnePlus 10 Pro,66999,2022,2021,41,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.12,A,40757,37800
DEV_00624,HP,Pavilion 15,58990,2022,2022,28,2,"DSP001,BTN001","Display Flickering,Button Damage",1,0,0,1,0,9,4.5,4500,5.79,C,42276,25900
DEV_00625,Apple,iPhone 13,79900,2021,2022,27,2,"CAM001,SCR001","Camera Defect,Cracked Screen",1,0,0,0,1,14,7.0,7000,2.89,F,57927,26300
DEV_00626,Apple,iPhone 14 Pro,129900,2022,2021,39,1,DSP001,Display Flickering,1,0,0,0,0,6,6.0,3500,3.97,D,81187,55500
DEV_00627,Lenovo,IdeaPad Slim 3,42990,2021,2022,27,1,SCR001,Cracked Screen,1,0,0,0,1,9,9.0,4000,1.31,F,31167,14800
DEV_00628,Lenovo,ThinkPad X1,124990,2022,2021,40,1,SCR002,Screen Scratch,1,0,0,0,0,3,3.0,0,6.68,C,77077,61900
DEV_00629,HP,EliteBook 840,95990,2022,2023,21,2,"HNG001,KEY001","Broken Hinge,Keyboard Malfunction",0,0,0,1,0,13,6.5,6000,3.42,D,74392,39700
DEV_00630,Samsung,Galaxy S22,72999,2022,2024,7,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.5,A,66611,67900
DEV_00631,Lenovo,IdeaPad Slim 3,42990,2021,2021,39,1,PHY002,Back Panel Damage,0,0,0,1,0,5,5.0,2500,4.88,D,26868,20000
DEV_00632,Apple,iPhone 13,79900,2021,2021,40,2,"CAM001,OVR001","Camera Defect,Overheating",0,0,0,0,1,13,6.5,5000,3.79,D,49271,24700
DEV_00633,Dell,Inspiron 15,54990,2021,2022,27,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.72,A,39867,37600
DEV_00634,Apple,iPhone 14 Pro,129900,2022,2022,36,2,"PHY002,PHY001","Back Panel Damage,Physical Dent",0,0,0,1,0,9,4.5,4500,5.45,C,84435,56200
DEV_00635,OnePlus,OnePlus Nord 3,33999,2023,2023,22,1,BTN001,Button Damage,0,0,0,1,0,3,3.0,1000,6.98,C,26065,21500
DEV_00636,Apple,MacBook Air M2,119900,2022,2023,15,1,BAT001,Battery Drain,0,0,1,0,0,6,6.0,2500,3.67,D,98917,62900
DEV_00637,Apple,iPhone 14 Pro,129900,2022,2023,19,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.65,A,102837,103600
DEV_00638,Samsung,Galaxy S22,72999,2022,2023,22,1,PHY002,Back Panel Damage,0,0,0,1,0,5,5.0,2500,5.45,C,55965,42500
DEV_00639,Apple,iPhone 12,65900,2020,2024,9,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.9,A,58486,57900
DEV_00640,OnePlus,OnePlus 10 Pro,66999,2022,2021,46,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.57,A,37966,38800
DEV_00641,HP,Pavilion 15,58990,2022,2024,3,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.74,A,56777,53900
DEV_00642,HP,Envy 13,84990,2021,2023,14,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.32,A,70825,70300
DEV_00643,HP,Envy 13,84990,2021,2024,2,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.38,A,82865,81400
DEV_00644,Apple,iPhone SE,42500,2020,2022,28,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.68,A,30458,30500
DEV_00645,Lenovo,IdeaPad Slim 3,42990,2021,2023,23,1,CHG001,Charging Port Issue,0,0,0,0,0,5,5.0,1500,4.98,D,32600,23600
DEV_00646,Samsung,Galaxy Note 20,79999,2020,2023,20,1,CHG001,Charging Port Issue,0,0,0,0,0,5,5.0,1500,4.56,D,62665,43700
DEV_00647,Apple,iPhone SE,42500,2020,2022,27,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.44,A,30812,31800
DEV_00648,Lenovo,ThinkPad X1,124990,2022,2024,11,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.97,A,107803,108500
DEV_00649,Samsung,Galaxy Note 20,79999,2020,2021,45,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.34,A,45999,43600
DEV_00650,Dell,Latitude 5420,75990,2021,2021,47,1,PHY001,Physical Dent,0,0,0,1,0,4,4.0,2000,5.92,C,42427,32100
DEV_00651,Samsung,Galaxy Book Pro,89990,2021,2021,49,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.19,A,48744,49500
DEV_00652,Lenovo,IdeaPad Slim 3,42990,2021,2024,1,2,"SCR001,OVR001","Cracked Screen,Overheating",1,0,0,0,1,17,8.5,6000,1.16,F,42452,15200
DEV_00653,Samsung,Galaxy S22,72999,2022,2024,6,2,"DSP001,CHG001","Display Flickering,Charging Port Issue",1,0,0,0,0,11,5.5,5000,4.28,D,67524,36500
DEV_00654,Apple,iPhone SE,42500,2020,2021,37,1,WTR001,Water Damage,0,1,0,0,1,10,10.0,8000,0.4,F,27270,8100
DEV_00655,Apple,MacBook Pro 14,194900,2021,2021,39,1,OVR001,Overheating,0,0,0,0,1,8,8.0,2000,1.94,F,121812,67400
DEV_00656,OnePlus,OnePlus Nord 3,33999,2023,2021,46,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.47,A,19266,19500
DEV_00657,HP,Envy 13,84990,2021,2022,30,1,KEY001,Keyboard Malfunction,0,0,0,0,0,6,6.0,2500,3.79,D,59492,39600
DEV_00658,Samsung,Galaxy Z Fold 4,159999,2022,2021,47,1,PHY002,Back Panel Damage,0,0,0,1,0,5,5.0,2500,4.81,D,89332,64900
DEV_00659,HP,Envy 13,84990,2021,2023,13,4,"CAM001,AUD001,SCR001,OVR001","Camera Defect,Audio Issues,Cracked Screen,Overheating",1,0,0,0,1,26,6.5,10500,3.73,D,71533,21200
DEV_00660,OnePlus,OnePlus Nord 3,33999,2023,2022,25,1,CAM001,Camera Defect,0,0,0,0,0,5,5.0,3000,4.83,D,25215,17900
DEV_00661,Samsung,Galaxy Book2 360,109990,2022,2024,9,2,"CAM001,HNG001","Camera Defect,Broken Hinge",0,0,0,1,0,12,6.0,6500,4.09,D,97616,54300
DEV_00662,Samsung,Galaxy S23 Ultra,124999,2023,2024,6,0,NONE,NONE,0,0,0,0,0,0,0.0,0,10.0,A,115624,117200
DEV_00663,Samsung,Galaxy A54,38999,2023,2024,12,1,AUD001,Audio Issues,0,0,0,0,0,4,4.0,1500,6.07,C,33149,26400
DEV_00664,Samsung,Galaxy Note 20,79999,2020,2023,24,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.4,A,59999,56600
DEV_00665,Samsung,Galaxy S22,72999,2022,2023,22,1,DSP001,Display Flickering,1,0,0,0,0,6,6.0,3500,3.85,D,55965,37500
DEV_00666,Apple,iPhone SE,42500,2020,2021,45,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.56,A,24437,24000
DEV_00667,HP,EliteBook 840,95990,2022,2022,35,1,WTR001,Water Damage,0,1,0,0,1,10,10.0,8000,0.49,F,63193,18200
DEV_00668,Samsung,Galaxy S22,72999,2022,2022,33,3,"BAT001,CAM001,BTN001","Battery Drain,Camera Defect,Button Damage",0,0,1,1,0,14,4.67,6500,5.74,C,49274,26900
DEV_00669,Samsung,Galaxy Z Fold 4,159999,2022,2022,29,2,"WTR001,CHG001","Water Damage,Charging Port Issue",0,1,0,0,1,15,7.5,9500,2.34,F,113332,29800
DEV_00670,HP,Pavilion 15,58990,2022,2023,19,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.17,A,46700,46800
DEV_00671,Apple,MacBook Air M2,119900,2022,2024,9,1,SCR002,Screen Scratch,1,0,0,0,0,3,3.0,0,6.93,C,106411,90800
DEV_00672,OnePlus,OnePlus 10 Pro,66999,2022,2022,29,1,PHY002,Back Panel Damage,0,0,0,1,0,5,5.0,2500,5.2,C,47457,33800
DEV_00673,Apple,MacBook Air M2,119900,2022,2023,20,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.26,A,93921,93900
DEV_00674,Dell,Inspiron 15,54990,2021,2023,24,1,BAT001,Battery Drain,0,0,1,0,0,6,6.0,2500,4.13,D,41242,28400
DEV_00675,OnePlus,OnePlus 10 Pro,66999,2022,2023,16,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.32,A,54715,51600
DEV_00676,Samsung,Galaxy S23 Ultra,124999,2023,2022,26,1,BTN001,Button Damage,0,0,0,1,0,3,3.0,1000,6.68,C,91665,77100
DEV_00677,Apple,iPhone SE,42500,2020,2021,42,3,"BAT001,AUD001,OVR001","Battery Drain,Audio Issues,Overheating",0,0,1,0,1,18,6.0,6000,4.12,D,25500,12200
DEV_00678,HP,EliteBook 840,95990,2022,2021,38,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.04,A,60793,60200
DEV_00679,Samsung,Galaxy S23 Ultra,124999,2023,2021,39,1,PHY002,Back Panel Damage,0,0,0,1,0,5,5.0,2500,5.03,C,78124,55500
DEV_00680,Apple,MacBook Air M2,119900,2022,2021,40,1,PHY001,Physical Dent,0,0,0,1,0,4,4.0,2000,6.15,C,73938,60000
DEV_00681,OnePlus,OnePlus Nord 3,33999,2023,2024,3,2,"CAM001,SCR002","Camera Defect,Screen Scratch",1,0,0,0,0,8,4.0,3000,6.25,C,32724,22900
DEV_00682,Dell,XPS 13,99990,2022,2024,2,1,CAM001,Camera Defect,0,0,0,0,0,5,5.0,3000,5.21,C,97490,70200
DEV_00683,OnePlus,OnePlus Nord 3,33999,2023,2022,27,1,KEY001,Keyboard Malfunction,0,0,0,0,0,6,6.0,2500,3.95,D,24649,15800
DEV_00684,Samsung,Galaxy S22,72999,2022,2021,42,4,"BAT002,SCR001,WTR001,PHY002","Battery Swelling,Cracked Screen,Water Damage,Back Panel Damage",1,1,1,1,1,34,8.5,17500,1.11,F,43799,3700
DEV_00685,OnePlus,OnePlus 10 Pro,66999,2022,2021,47,1,CAM001,Camera Defect,0,0,0,0,0,5,5.0,3000,5.36,C,37407,28300
DEV_00686,Apple,iPhone 11,54900,2019,2021,46,1,BAT002,Battery Swelling,0,0,1,0,1,10,10.0,3000,0.0,F,31110,10800
DEV_00687,Dell,Latitude 5420,75990,2021,2022,25,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.5,A,56359,56500
DEV_00688,Samsung,Galaxy S22,72999,2022,2021,40,1,SCR002,Screen Scratch,1,0,0,0,0,3,3.0,0,6.85,C,45016,38000
DEV_00689,Dell,XPS 13,99990,2022,2021,47,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.31,A,55827,53500
DEV_00690,Samsung,Galaxy Book2 360,109990,2022,2023,13,1,BAT002,Battery Swelling,0,0,1,0,1,10,10.0,3000,0.0,F,92574,33900
DEV_00691,Lenovo,IdeaPad Slim 3,42990,2021,2024,4,2,"SCR001,KEY001","Cracked Screen,Keyboard Malfunction",1,0,0,0,1,15,7.5,6500,2.62,F,40840,17800
DEV_00692,Samsung,Galaxy A54,38999,2023,2023,13,2,"CHG001,BAT002","Charging Port Issue,Battery Swelling",0,0,1,0,1,15,7.5,4500,2.54,F,32824,10700
DEV_00693,Samsung,Galaxy Z Fold 4,159999,2022,2023,17,1,SCR002,Screen Scratch,1,0,0,0,0,3,3.0,0,7.05,B,129332,109000
DEV_00694,Samsung,Galaxy S22,72999,2022,2023,15,2,"PHY002,BTN001","Back Panel Damage,Button Damage",0,0,0,1,0,8,4.0,3500,6.1,C,60224,39700
DEV_00695,Apple,MacBook Pro 14,194900,2021,2021,49,1,BAT001,Battery Drain,0,0,1,0,0,6,6.0,2500,3.59,D,105570,72800
DEV_00696,Apple,iPhone 11,54900,2019,2024,9,2,"SCR002,HNG001","Screen Scratch,Broken Hinge",1,0,0,1,0,10,5.0,3500,4.81,D,48723,30900
DEV_00697,Apple,MacBook Pro 14,194900,2021,2024,2,1,BAT001,Battery Drain,0,0,1,0,0,6,6.0,2500,4.08,D,190027,129900
DEV_00698,OnePlus,OnePlus 10 Pro,66999,2022,2022,35,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.01,A,44107,43500
DEV_00699,Samsung,Galaxy Z Fold 4,159999,2022,2024,5,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.29,A,149999,147900
DEV_00700,Apple,iPhone 11,54900,2019,2021,47,1,BAT001,Battery Drain,0,0,1,0,0,6,6.0,2500,4.3,D,30652,21300
DEV_00701,Samsung,Galaxy Book2 360,109990,2022,2021,37,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.53,A,70576,69800
DEV_00702,Samsung,Galaxy Z Fold 4,159999,2022,2021,45,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.53,A,91999,88500
DEV_00703,Apple,iPhone 13,79900,2021,2022,29,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.0,A,56595,55200
DEV_00704,HP,Pavilion 15,58990,2022,2021,40,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.91,A,36377,35300
DEV_00705,Apple,iPhone 11,54900,2019,2024,4,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.21,A,52155,52600
DEV_00706,Apple,iPhone SE,42500,2020,2022,35,1,CAM001,Camera Defect,0,0,0,0,0,5,5.0,3000,5.08,C,27979,20400
DEV_00707,Lenovo,IdeaPad Slim 3,42990,2021,2024,3,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.09,A,41377,38400
